ID	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB
TRINITY_DN196425_c0_g1_i1	14.0256	13	6	23.0557	18.1067	6	11.0325	7	29.0528
TRINITY_DN133747_c2_g1_i1	268	270	259	443	307	258	239	235	341
TRINITY_DN127892_c2_g2_i5	549.911	525.51	577.003	1041.68	569.736	582.969	556.705	648.896	529.676
TRINITY_DN165500_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN158720_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN140241_c0_g1_i1	2.03319	10.0465	3.02387	0	44	52.6302	32.6095	3.02059	1.01985
TRINITY_DN180373_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN196179_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN180039_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129939_c4_g1_i15	99	126	102	189	101	95	99	70	103
TRINITY_DN204328_c0_g1_i1	5	8	0	3	6	4	4	11	5
TRINITY_DN62705_c0_g2_i1	0	9	0	0	6	22	0	4	0
TRINITY_DN84870_c0_g3_i1	0	1	0	0	0	0	0	0	0
TRINITY_DN5559_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN93318_c0_g1_i1	0	0	3	0	0	3	1	0	0
TRINITY_DN97194_c0_g1_i1	0	1	1	0	0	0	0	0	4
TRINITY_DN151690_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN174082_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128205_c0_g1_i1	189	140	56	130	95	102	125	92	127
TRINITY_DN134522_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133484_c2_g3_i1	5.3005	9.07055	4.95419	0	0	0	0	0	5.99424
TRINITY_DN114246_c0_g1_i1	147	310	560	697	585	674	286	486	418
TRINITY_DN125560_c0_g1_i5	607	768	666	1086	560	580	630	598	627
TRINITY_DN134291_c1_g1_i1	70	113	72	98	79	80	88	64	86
TRINITY_DN116871_c0_g2_i1	127.007	136.154	68.824	1.53131	207.518	121.118	4.84173	70.6948	1.98441
TRINITY_DN203495_c0_g1_i1	0	5	0	0	2	7	0	1	0
TRINITY_DN130323_c3_g2_i4	127	125	74	219	134	128	78	85	95
TRINITY_DN117884_c1_g1_i1	60.5328	16.0391	42	79	15	24	15	35	34.1136
TRINITY_DN187562_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN95009_c0_g3_i1	0	5	3	1	0	1	3	3	2
TRINITY_DN125716_c0_g1_i1	119	124	63	116	65	90	126	86	99
TRINITY_DN73931_c0_g2_i1	0	50	0	1	19	65	1	25	0
TRINITY_DN120513_c0_g1_i1	943	1055	1162.84	2343	885.847	952.834	1199.45	893.783	958.543
TRINITY_DN208916_c0_g1_i1	43	65	38	82	59	51	45	63	55
TRINITY_DN76031_c0_g2_i1	2	0	3	0	1	1	2	3	1
TRINITY_DN127118_c0_g2_i7	55	82	56	108	66	40	57	68	68
TRINITY_DN152845_c0_g1_i1	0	4	0	0	1	7	0	2	0
TRINITY_DN111745_c0_g1_i2	118	103	64	122	85	67	59	44	65
TRINITY_DN127312_c0_g1_i1	924	901	730	1290	745	738	808	784	939
TRINITY_DN208431_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN213575_c0_g1_i1	0	6	0	0	1	11	0	5	0
TRINITY_DN22779_c0_g1_i1	0	0	0	0	0	0	0	0	15
TRINITY_DN108137_c0_g1_i2	41	34	15	76	39	26	47	51	55
TRINITY_DN118369_c0_g1_i2	0	1	0	0	0	0	1	0	0
TRINITY_DN19761_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125112_c1_g1_i2	933	370	268	1818	670	485	1011	599	1167
TRINITY_DN130205_c2_g5_i3	326	421	295	592	360	324	275	356	390
TRINITY_DN134745_c0_g1_i4	16774	20919	28784	48386	21964	23749	27608	34091	28106
TRINITY_DN2625_c0_g2_i1	0	35	0	0	5	27	3	6	0
TRINITY_DN37077_c0_g1_i1	0	60	0	0	16	81	2	32	0
TRINITY_DN75966_c0_g1_i1	7	7	0	7	12	12	11	4	2
TRINITY_DN211734_c0_g1_i1	117	168	133	373	169	244	167	152	265
TRINITY_DN129009_c2_g3_i1	52	80	44	94	64	43	69	76	76
TRINITY_DN106455_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN63755_c0_g1_i1	0	63	0	0	17	48	4	25	0
TRINITY_DN132960_c3_g1_i1	300.726	291.157	204.999	646.152	227.384	220.439	131.658	229.433	265.102
TRINITY_DN203697_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN96180_c0_g1_i1	2	1	1	0	2	0	0	0	0
TRINITY_DN121459_c0_g1_i1	141	102	94	137	132	75	88	139	131
TRINITY_DN213881_c0_g1_i1	0	3	3	3	0	0	1	2	0
TRINITY_DN161033_c0_g1_i1	4	3	3	5	3	6	5	3	2
TRINITY_DN13073_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130567_c3_g1_i1	7.45288	8.56865	10.2968	18.4488	7.13616	6.11561	8.12199	7.18868	13.6226
TRINITY_DN128205_c1_g4_i5	600	636	554	1284	541	502	626	397	429
TRINITY_DN86805_c0_g1_i1	4	29	20	12	19	15	20	22	8
TRINITY_DN125319_c4_g2_i1	23	51	17	48	17	24	27	16	34
TRINITY_DN75069_c0_g2_i1	2	1	1	1	0	1	3	3	3
TRINITY_DN71487_c0_g1_i1	88.7442	59.04	0	137.971	58.7077	81.375	63.6034	69.5692	151.475
TRINITY_DN15966_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN68671_c0_g1_i1	0	0	0	4	0	1	1	1	2
TRINITY_DN31114_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132070_c1_g1_i1	36	32	17	74	31	13	24	27	41
TRINITY_DN96655_c0_g1_i1	0	0	0	0	0	4	0	0	5
TRINITY_DN133602_c7_g1_i1	149	234	159	381	308	233	247	180	241
TRINITY_DN116154_c0_g1_i1	92	20	13	9	16	11	6	5	17
TRINITY_DN31551_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128627_c7_g2_i1	2.9987	2.05435	3.9999	0	4.07761	4.99461	0	0	3.00566
TRINITY_DN168612_c0_g1_i1	0	3.07059	0	4.04857	2	1	0	0	0
TRINITY_DN113804_c0_g1_i2	0	0	0	0	0	0	0	0	1
TRINITY_DN131417_c4_g3_i2	62	37	34	93	74	35	42	34	39
TRINITY_DN115901_c0_g1_i1	9.18715	38.8468	21.2341	32.0361	25.8066	19.422	21.784	12.3904	20.2938
TRINITY_DN2920_c0_g1_i1	1	1	0	0	1	0	0	2	1
TRINITY_DN136052_c1_g1_i3	138	147	182	414	252	228	149	129	369
TRINITY_DN119172_c0_g2_i1	1129	1302	1254	2123	1285	1236	1568	2005	1556
TRINITY_DN127166_c2_g6_i6	11932	11097	14031	24326	9748	10962	15866	14973	15687
TRINITY_DN129626_c2_g1_i1	368	344	206	441	236	307	370	338	353
TRINITY_DN134947_c0_g1_i3	778.386	880.778	595.321	1375.25	651.69	609.701	658.53	447.929	544.77
TRINITY_DN125507_c0_g4_i1	140	409	326.858	623	454	289	171	227	243
TRINITY_DN53188_c0_g1_i1	0	10	0	0	3	14	0	0	0
TRINITY_DN133347_c3_g1_i1	114	176	149	325	144	144	147	149	267
TRINITY_DN125676_c3_g3_i5	394	417	424	730	294	380	462	370	386
TRINITY_DN129518_c5_g3_i2	62	88.5822	75.2589	128.289	52.167	69.2565	67.2762	89.3919	89.6182
TRINITY_DN164802_c0_g1_i1	57.0592	50.0464	48	77	45	34	44	62	36
TRINITY_DN73984_c0_g3_i1	0	26	1	0	2	19	4	12	0
TRINITY_DN218329_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN118393_c0_g1_i3	9	7	7	63	8	2	3	7	53
TRINITY_DN136231_c3_g1_i1	26	27	24	24	17	17	31	19	25
TRINITY_DN120757_c0_g1_i1	279	422	407	551	316	341	347	318	288
TRINITY_DN195199_c0_g1_i1	0	0	2	0	1	0	0	0	0
TRINITY_DN125015_c6_g2_i1	147	118	62	142	81	84	104	65	105
TRINITY_DN104807_c0_g1_i1	19	39	30	62	29	18	32	18	30
TRINITY_DN133115_c10_g2_i1	345	303	203	450	228	241	251	257	304
TRINITY_DN139825_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN91543_c0_g1_i1	89.6127	79.8426	109.779	174.118	70.6956	64.6206	103.873	153.484	114.692
TRINITY_DN210342_c0_g1_i1	11	6	1	10	5	10	14	7	10
TRINITY_DN134226_c0_g5_i1	218	191	162	383	196	147	117	108	134
TRINITY_DN84498_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN98577_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN166219_c0_g1_i1	0	0	0	0	0	1	0	0	1
TRINITY_DN117140_c0_g1_i1	319	311	282	566	276	322	444	423	355
TRINITY_DN105511_c0_g1_i1	1	8	5	9	7	8	1	2	4
TRINITY_DN123914_c1_g2_i1	364	367.115	297.089	591	311.102	325.234	337.252	336.092	335.18
TRINITY_DN133014_c5_g1_i1	3595.81	3375	3018.35	4783.9	2436.85	2886.2	3479.36	3181.48	2823.61
TRINITY_DN126416_c1_g1_i4	22	44	31	89	34	37	30	46	29
TRINITY_DN114891_c0_g1_i1	6	4	3	15	11	10	6	10	10
TRINITY_DN110201_c0_g1_i1	288	230	255	398	210	229	326	283	252
TRINITY_DN130140_c1_g2_i2	413	442	294	623	397	357	378	362	444
TRINITY_DN131445_c1_g2_i1	87	64	56	140	55	76	63	53	51
TRINITY_DN133074_c8_g2_i1	251	377	257	399	280	240	307	329	264
TRINITY_DN13955_c0_g1_i1	1	1	2	1	1	1	1	0	3
TRINITY_DN156708_c0_g1_i1	2.23044	12.2305	9.5779	9.10159	7.05752	7.67939	3.24818	3.52591	4.3163
TRINITY_DN136725_c7_g1_i1	279	229	247	344	162	235	253	179	198
TRINITY_DN95700_c0_g2_i1	3	2	3	4	0	1	1	0	0
TRINITY_DN139598_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN117639_c0_g2_i1	124.312	145.078	135.162	236.129	165.339	151.299	117.257	141.221	161.085
TRINITY_DN97297_c1_g2_i1	91	102	132	109	92	40	52	161	166
TRINITY_DN44506_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN52028_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN137117_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133074_c2_g2_i1	324.561	290	141	343.547	206.589	185.128	220.317	252	413.643
TRINITY_DN211457_c0_g1_i1	0	2	0	0	1	8	0	1	0
TRINITY_DN129975_c0_g2_i2	302	318	509	625	324	307	313	490	393
TRINITY_DN122021_c2_g5_i1	1	96	0	0	23	107	6	43	0
TRINITY_DN200720_c0_g1_i1	2	4	1	0	0	3	1	1	0
TRINITY_DN107886_c0_g1_i1	46	65	31	90	53	65	36	40	67
TRINITY_DN127067_c1_g2_i1	0	0	0	0	7.67673	2.17E-05	0	0	0
TRINITY_DN69734_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132207_c1_g1_i2	42.6012	47.6694	31.9438	52.5199	39.0591	40.7489	49.3562	32.7763	39.1259
TRINITY_DN132471_c5_g3_i1	115	109	76	184	105	90	78	54	92
TRINITY_DN123238_c0_g1_i1	55	50	53	271	44	38	22	99	156
TRINITY_DN132213_c3_g1_i1	22	20.3237	7	81.6877	36.5737	11	9	9	12
TRINITY_DN131683_c0_g1_i1	369	509	418	859	433	426	389	305	354
TRINITY_DN126039_c4_g2_i1	375.059	384.926	364.539	673.676	399.384	422.157	476.87	411.982	382.048
TRINITY_DN69444_c0_g1_i1	0	0.0013866	1	0	0	21.8768	0	1.8155	0
TRINITY_DN124743_c0_g2_i4	0	14	0	15	0	7	3	7	16
TRINITY_DN86014_c0_g2_i1	0	23	0	1	2	23	1	8	0
TRINITY_DN126797_c0_g2_i1	209.13	330.249	164.275	569.135	216.305	234.346	399.067	328.148	328.435
TRINITY_DN201541_c0_g1_i1	1	2	1	1	0	1	2	1	3
TRINITY_DN125715_c0_g2_i1	99.564	107.711	59.9958	233.095	60.9375	95.7871	85.6753	76.8395	76.3535
TRINITY_DN96694_c0_g1_i1	1315	1216	1200	2274	1008	1118	1556	1264	1337
TRINITY_DN129618_c1_g3_i1	43	39	24	69.1829	36.2189	49	52	60.1201	41.2103
TRINITY_DN28133_c0_g1_i1	2	0	0	0	0	0	1	0	1
TRINITY_DN156948_c0_g1_i1	2	1	0	1	0	1	0	5	2
TRINITY_DN125121_c2_g1_i1	10	20	10	25	5	21	19	10	9
TRINITY_DN182796_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119399_c0_g1_i1	1389.53	1682.52	1589.87	2745.3	1251.63	1419.38	1545.28	1405.87	1407.06
TRINITY_DN134807_c6_g2_i1	0	1	0	0	1	1	0	0	0
TRINITY_DN67542_c0_g1_i1	0	121.395	0	0	0	135.675	9	63.3825	0
TRINITY_DN168817_c0_g1_i1	6	4	0	8	1	4	4	1	11
TRINITY_DN104719_c0_g1_i2	116.663	114.574	74.9102	253.643	202.201	161.776	83.5388	156.554	184.652
TRINITY_DN134507_c0_g2_i1	1	1	0	6	0	0	1	0	6
TRINITY_DN1091_c0_g2_i1	2.00443	3.25545	1.81935	2.20526	0	12.7975	3.76942	8.3909	4
TRINITY_DN117319_c0_g2_i1	56.2539	78.2254	40.1119	131.786	82.6139	68	51	58.3731	82.7192
TRINITY_DN167192_c0_g1_i1	0	2	1	2	2	1	1	0	0
TRINITY_DN129665_c1_g3_i1	1	0	3	5	2	2	1	1	3
TRINITY_DN123196_c2_g1_i5	92	83	67	170	47	74	50	56	73
TRINITY_DN18755_c0_g2_i1	4	20	7	5	5	9	10	6	3
TRINITY_DN133129_c0_g1_i1	19	30	50	61	17	22	56	14	25
TRINITY_DN54497_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN159129_c0_g1_i1	0	19	0	0	5	17	0	8	0
TRINITY_DN129432_c6_g1_i2	66	49	14	42	36	25	43	39	28
TRINITY_DN64856_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN28370_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133417_c0_g1_i1	145.789	185.989	91	83.0487	66	138.046	77.2146	67	159.994
TRINITY_DN131904_c0_g1_i1	426	467	357	704	424	375	429	385	439
TRINITY_DN114178_c0_g1_i2	725	699	1187	2010	927	705	1196	1328	1425
TRINITY_DN106630_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN147519_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN74878_c0_g2_i1	0	1	0	0	0	27	0	17	2
TRINITY_DN129939_c4_g4_i3	13	15	16	29	24	19	8	13	21
TRINITY_DN133733_c0_g1_i3	53	72	57	119	81	67	40	59	39
TRINITY_DN202615_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN56479_c0_g2_i1	0	14	0	0	2	15	3	3	0
TRINITY_DN77713_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129715_c2_g1_i4	103	110	82	110.554	78	80	76	83	83
TRINITY_DN169485_c0_g1_i1	0	15	0	0	2	16	0	1	0
TRINITY_DN183592_c0_g1_i1	0	5	0	0	0	8	1	0	0
TRINITY_DN88532_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN84542_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN114478_c0_g1_i1	46	36	29	63	48	50	38	37	48
TRINITY_DN73936_c0_g1_i1	0	1	0	0	1	6	1	1	0
TRINITY_DN12531_c0_g1_i1	0	0	1	0	0	1	2	0	0
TRINITY_DN103204_c0_g2_i1	32.4395	25.8957	9.98524	41.5664	36.8708	3.29639	38.3321	6.16214	42.9301
TRINITY_DN130192_c1_g2_i1	936	327	796	1300	325	262	746	395	236
TRINITY_DN129149_c1_g5_i1	417	341	210	466	267	279.414	302	285	349
TRINITY_DN125335_c7_g1_i2	1873	2038	1288	2733	1630	1562	1836	1549	1767
TRINITY_DN72383_c0_g1_i1	0	13	0	0	4	13	0	1	0
TRINITY_DN99534_c0_g1_i2	23	21	4	37	9	10	5	13	8
TRINITY_DN125601_c6_g3_i1	20	14	9	13	11	11	5	20	15
TRINITY_DN117251_c1_g4_i1	0	0	9.11462	6.61565	3.77702	2	1.01179	3.55152	3.5105
TRINITY_DN55632_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134337_c5_g6_i1	19.5469	20.7493	1.12E-08	51.3883	22.6937	15.3521	17.3086	6.62394	5.27359
TRINITY_DN136373_c4_g8_i1	387	62	42	563	54	38	44	53	52
TRINITY_DN173163_c0_g1_i1	0	17	0	0	1	8	1	4	0
TRINITY_DN142334_c0_g1_i1	0	0	0	0	0	0	1.44823	0	0
TRINITY_DN199773_c0_g1_i1	0	0	0	7	0	0	8	0	0
TRINITY_DN114098_c1_g1_i1	64	67	37	92	41	50	54	19	41
TRINITY_DN4559_c0_g1_i1	0	13	0	0	3	25	5	7	0
TRINITY_DN218166_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN25438_c0_g1_i1	0	29	0	0	7	46	1	9	0
TRINITY_DN134605_c2_g1_i1	18	16	10	2	9	7	2	39	52
TRINITY_DN124421_c0_g8_i1	33.6875	82.0218	47.4444	78.923	56.9966	61.7658	34.7143	42.7582	79.7888
TRINITY_DN147091_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131599_c0_g1_i1	3	2	2	4	0	3	4	4	4
TRINITY_DN152432_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN94325_c0_g2_i1	16.6347	47.4685	42.0422	0	50.3456	29.0001	49.3761	89.9794	29.2842
TRINITY_DN130572_c0_g1_i7	40.0532	26.0405	23.0397	25.0468	16	25.0516	25.0551	9.00599	28.0265
TRINITY_DN124350_c1_g4_i1	58	42	70	140	78	76	62	46	44
TRINITY_DN106939_c0_g1_i2	6	6	3	3	2	7	2	1	12
TRINITY_DN93204_c0_g2_i1	2	7	3	4	2	3	5	2	4
TRINITY_DN127912_c1_g3_i1	7	6	5	7	4	5	3	3	1
TRINITY_DN133080_c5_g1_i2	84	78	21	57	43	42	38	34	77
TRINITY_DN80311_c0_g3_i1	0	13.9642	0	0	4	16.5934	0	7.99752	1
TRINITY_DN121287_c2_g1_i3	26	22	16	47	39	31	28	23	19
TRINITY_DN180850_c0_g1_i1	0	0	2	3	0	3	0	0	1
TRINITY_DN118372_c0_g2_i1	365	355	279	569	363	332	319	310	418
TRINITY_DN126857_c4_g1_i1	1	0	0	0	0	1	0	0	0
TRINITY_DN188917_c0_g1_i1	0	1	0	0	0	0	0	0	0
TRINITY_DN38356_c0_g1_i1	2.26437	4.40736	4.43668	13.5063	0	0	4.50267	4.57516	10.9836
TRINITY_DN154745_c0_g1_i1	0	109	0	1	26	134	8	60	1
TRINITY_DN140002_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN108450_c0_g4_i1	31	50	27	87	36	27	40	50	67
TRINITY_DN123579_c0_g3_i1	169	118	78	191	109	129	78	82	104
TRINITY_DN113308_c0_g1_i2	1	0	0	2	0	0	0	0	1
TRINITY_DN126333_c0_g1_i1	560	555	577	782	536	520	595	580	666
TRINITY_DN119668_c0_g1_i3	1502	2102	1999	3154	1656	1825	1738	1641	1745
TRINITY_DN90280_c0_g2_i1	1	0	0	1	1	0	0	0	0
TRINITY_DN116232_c0_g2_i1	8	23	10	21	12	13	12	9	9
TRINITY_DN124670_c0_g2_i1	0	5	2	5	3	3	1	2	3
TRINITY_DN88065_c0_g2_i1	0	0	0	2	0	0	0	1	0
TRINITY_DN129659_c2_g1_i2	237	364	302	368	195	298	265	285	212
TRINITY_DN46978_c0_g2_i1	0	14	0	0	4	17	0	4	0
TRINITY_DN177165_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN201646_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN79682_c0_g2_i1	0	0	0	1	1	0	0	0	0
TRINITY_DN161594_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132162_c1_g2_i3	8	15	11	13	9	13	13	9	13
TRINITY_DN141325_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN151544_c0_g1_i1	0	161	0	5	45	171	14	68	1
TRINITY_DN132350_c2_g4_i1	27	11	9	12	12	10	11	10	9
TRINITY_DN208702_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN7010_c0_g1_i1	2.0097	0	4.03535	5.14586	3.03477	1.00653	2.02539	3.03058	4.01942
TRINITY_DN134151_c4_g1_i3	501	596	566	1012	486	532	523	623	531
TRINITY_DN106965_c0_g1_i1	0	1	0	0	0	0	0	1	0
TRINITY_DN113957_c1_g1_i1	78	69	93	148	90	82	58	37	54
TRINITY_DN106559_c0_g1_i3	1	0	3	5	1	54	0	1	2
TRINITY_DN135999_c2_g9_i12	3052.84	3162.13	2565.43	4566.99	2653.55	2680.44	2580.96	2798.89	2744.4
TRINITY_DN119989_c0_g2_i1	434	577	694	713	482	547	685	746	442
TRINITY_DN134885_c0_g2_i1	113	157	116	261	131	123	126	138	120
TRINITY_DN182052_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN98981_c0_g1_i1	0	29	0	0	7	19	2	5	0
TRINITY_DN124865_c2_g1_i1	5	15	5	14	17	10	5	7	9
TRINITY_DN121318_c0_g1_i2	179	136	48	163	89	103	87	95	125
TRINITY_DN128912_c2_g1_i2	142	214	275	414	248	265	395	468	353
TRINITY_DN31904_c0_g2_i1	18	14	1	14	6	5	3	9	7
TRINITY_DN95996_c0_g1_i1	7.26094	13.1652	15.2123	34.4251	11.2702	22.5715	14.2441	16.0722	15.1427
TRINITY_DN124765_c5_g3_i1	82	146	119	110	136	90	125	206	93
TRINITY_DN118429_c0_g1_i1	12	30.4057	34.2867	42.3497	24	23	23.1559	17.1332	33.384
TRINITY_DN122364_c3_g5_i1	1	2	2	1	0	0	0	0	1
TRINITY_DN122209_c0_g1_i6	153	176.588	153	388	178.98	121	127	166	194
TRINITY_DN193701_c0_g1_i1	3	6	7	17	7	7	9	13	3
TRINITY_DN125601_c4_g2_i1	75	50	47	67	52	73	54	91	85
TRINITY_DN76129_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN170306_c0_g1_i1	0	8	0	2	1	16	1	0	0
TRINITY_DN133784_c5_g2_i3	121.665	155.52	69.4262	155.597	176.485	124.625	177.316	103.983	181.637
TRINITY_DN136747_c29_g1_i1	27	27	30	50	16	45	39	48	32
TRINITY_DN70390_c0_g2_i1	5.65956	5.5247	3.73274	6.08682	2.8482	3.36464	5.12355	3.59652	3.15137
TRINITY_DN204071_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132577_c1_g2_i1	100	89	66	82	62	60	82	68	66
TRINITY_DN159825_c0_g1_i1	0	0	0	1	0	4	1	1	0
TRINITY_DN130968_c2_g1_i1	48	74	70	129	54	59	78	56	69
TRINITY_DN19394_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN118468_c0_g1_i1	90	124	117	212	135	145	118	166	125
TRINITY_DN126862_c0_g2_i1	6	3	1	6	3	4	0	2	2
TRINITY_DN80450_c0_g1_i1	112	169	184	251	118	120	175	191	152
TRINITY_DN128443_c0_g3_i6	9	5	8	5	4	2	15	4	9
TRINITY_DN119254_c0_g1_i1	13.3879	29.1197	10.1978	27.7163	28.5491	17.1588	15.2522	9.7675	22.0995
TRINITY_DN125558_c1_g3_i1	5	2	5	13	6	6	5.71227	6	10
TRINITY_DN107548_c0_g1_i1	1	2	2	50	0	5	0	1	2
TRINITY_DN131263_c0_g3_i1	0	2.95716	2.9934	0	3.15382	0	3.252	0	2.92592
TRINITY_DN6127_c0_g1_i1	0	2	1	1	1	0	0	0	0
TRINITY_DN94096_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135318_c2_g1_i19	1067.99	1212	1845.98	2455.98	1085.98	923.992	1602.99	2439	1778
TRINITY_DN113694_c1_g1_i7	0	0	0	0	0	7	0	0	0
TRINITY_DN143078_c0_g1_i1	3	0	0	3	3	2	1	5	1
TRINITY_DN487_c0_g2_i1	13	5	2	9	7	8	10	5	4
TRINITY_DN168000_c0_g1_i1	0	10	0	0	0	8	1	4	0
TRINITY_DN128314_c5_g1_i2	25	72	119	214	120	152	118	88	88
TRINITY_DN127691_c0_g2_i1	17	9	11	15	9	10	7	12	8
TRINITY_DN130414_c0_g2_i1	26	41	39	56	17	18	47	53	22
TRINITY_DN133223_c0_g7_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN49014_c0_g1_i1	3	3	2	6	5	4	3	0	1
TRINITY_DN140912_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN101933_c0_g1_i1	3	2	1	4	5	5	5	3	2
TRINITY_DN122577_c0_g2_i1	10.1754	21	9.47832	29	8	7	7.15783	13.3066	28
TRINITY_DN136748_c101_g1_i1	63	89	42	101	53	45	47	29	40
TRINITY_DN181380_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN47776_c0_g1_i1	9	7	2	11	5	1	5	6	6
TRINITY_DN76897_c0_g3_i1	4	6	4	3.01178	5.43459	7	6	1.80801	1.50104
TRINITY_DN127922_c2_g2_i2	64	111	20	56	32	33	38	30	66
TRINITY_DN116529_c1_g1_i1	155	116	195	170	95	114	125	54	105
TRINITY_DN151204_c0_g1_i1	0	0	0	0	0	0	0	0	7
TRINITY_DN193575_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135103_c0_g4_i2	1343	1759	1492	2054	1213	1403	1759	1673	1327
TRINITY_DN107291_c0_g1_i1	1	3	0	1	0	1	7	1	2
TRINITY_DN132133_c0_g2_i1	31	26	20	32	59	12	44	28	26
TRINITY_DN121898_c0_g1_i1	102	77	76.4694	124	86	122.579	85.5789	84	105
TRINITY_DN43603_c0_g2_i1	0	0	1	0	0	0	0	0	0
TRINITY_DN134207_c0_g2_i1	30	16	16	37.2621	23	23.3459	19	22	29
TRINITY_DN93675_c0_g2_i1	61	24	30	58	50	22	62	26	34
TRINITY_DN119754_c2_g17_i1	0	0	0	0	0	1.46739	0	0	0
TRINITY_DN132110_c0_g1_i1	248	233	95	323	149	209	296	159	199
TRINITY_DN112409_c0_g1_i1	1208	2039	1759	2544	1394	1352	1697	1380	1452
TRINITY_DN137382_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128381_c1_g2_i2	2	3	7	1	5	7	8	25	6
TRINITY_DN205407_c0_g1_i1	0	0	0	0	0	2	0	0	0
TRINITY_DN128639_c1_g8_i1	0	0	2.68919	0	0	0	2.49484	2.55983	4.67715
TRINITY_DN122342_c1_g2_i6	5	1	2	3.0385	1	2	3.07057	2	1.01398
TRINITY_DN181269_c0_g1_i1	0	9	0	0	6	14	2	1	0
TRINITY_DN130990_c0_g1_i6	16.4915	25.2115	38	47.5036	23	22	17	21	23
TRINITY_DN119687_c0_g1_i6	0	0	1	11	1	4	1	2	15
TRINITY_DN183249_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN104026_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN90605_c0_g1_i1	12	4.25956	13	19.386	9	7	4	1	3
TRINITY_DN80733_c0_g2_i1	0	34	0	0	9	29	2	16	0
TRINITY_DN69130_c0_g1_i1	3	8	10	2	7	4	2	3	5
